AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-002191,Finance,Asset Management / Hedge Fund,0,0,0,0,0
Acct-002192,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-002194,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002195,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002329,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-002334,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002335,Media & Content,Media,0,0,0,0,0
Acct-002331,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002196,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002369,Professional Services,Hospitality,0,0,0,0,0
Acct-001603,Telecommunications,VOIP/VSP,0,0,0,0,0
Acct-002677,Energy & Manufacturing,Oil & Gas,0,0,0,0,0
Acct-002337,Healthcare,Healthcare,0,0,0,0,0
Acct-000466,Telecommunications,PTT,0,0,0,0,0
Acct-003556,Government,Federal Government,0,0,0,0,0
Acct-003030,Other Industry,Retail,0,0,0,0,0
Acct-000199,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001605,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003283,,,0,0,0,0,0
Acct-003428,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003026,Finance,Finance - Other,0,0,0,0,0
Acct-002190,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002328,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-002336,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-002365,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-002367,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-002384,Media & Content,Internet Content & Software,0,3510584,35,6433392,35
Acct-002669,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-003027,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003604,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-003278,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-002370,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003616,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002665,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002538,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003312,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003290,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002673,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003044,Other Industry,Non-Healthcare Insurance,0,0,0,0,0
Acct-003042,Other Industry,Retail,0,0,0,0,0
Acct-001085,Government,State/Local Government,0,0,0,0,0
Acct-000585,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002577,Energy & Manufacturing,Oil & Gas,0,0,0,0,0
Acct-002421,Finance,Finance - Other,0,0,0,0,0
Acct-002576,Finance,Finance - Other,0,117428686,8,117428686,8
Acct-001930,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002660,Finance,Finance - Other,0,0,0,0,0
Acct-003400,Finance,Finance - Other,0,88248,3,88248,3
Acct-002567,Finance,Finance - Other,0,5543213,18,6048533,18
Acct-003289,Finance,Finance - Other,0,70072,2,70072,2
Acct-003440,Finance,Finance - Other,0,10229946,38,10229946,38
Acct-003261,Finance,Finance - Other,0,17280799,30,12597703,160
Acct-002405,Finance,Finance - Other,0,0,1,0,1
Acct-003323,Finance,Finance - Other,0,20075090,62,19618547,62
Acct-003239,Finance,Finance - Other,0,424120,4,424120,4
Acct-003441,Finance,Finance - Other,0,2193947866,500,2193947866,500
Acct-000257,Telecommunications,Regional Carrier/ISP,0,147520,2,181456,2
Acct-003332,Finance,Finance - Other,0,190128567,257,190128567,257
Acct-003264,Finance,Finance - Other,0,0,0,0,0
Acct-002455,Finance,Finance - Other,0,196909,2,196909,2
Acct-002664,Finance,Finance - Other,0,2295609,20,2295609,20
Acct-003266,Finance,Finance - Other,0,0,0,0,0
Acct-002509,Finance,Finance - Other,0,7729309819,28672,6.88E+11,28865
Acct-002661,Finance,Finance - Other,0,0,0,0,0
Acct-001938,Finance,Finance - Other,0,67306,2,67306,2
Acct-002560,Finance,Finance - Other,0,284852889,900,385675858,900
Acct-000490,Finance,Finance - Other,0,831044617,3334,867418606,3334
Acct-003359,Finance,Finance - Other,0,19818521,50,17244401,50
Acct-002668,Finance,Finance - Other,0,116103,2,116103,2
Acct-002454,Finance,Finance - Other,0,734231,3,807654,3
Acct-002582,Finance,Finance - Other,0,620430396,1192,620430396,1192
Acct-001382,Finance,Finance - Other,0,57164,1,57164,1
Acct-003438,Finance,Finance - Other,0,119860,2,119860,2
Acct-003443,Finance,Finance - Other,0,96954,1,94391,1
Acct-002414,Finance,Finance - Other,0,88512,2,88512,2
Acct-003387,Finance,Finance - Other,0,37180765,1827,37218025,1827
Acct-002415,Finance,Finance - Other,0,12900688,104,12900688,104
Acct-002510,Finance,Finance - Other,0,0,0,0,0
Acct-003277,Finance,Finance - Other,0,97021,2,95890,2
Acct-002663,Finance,Finance - Other,0,330350976,1900,315442652,1900
Acct-003254,Finance,Finance - Other,0,72156346,90,72156346,90
Acct-003444,Finance,Finance - Other,0,42398774,221,42873000,221
Acct-002472,Finance,Finance - Other,0,1718267,9,1718267,9
Acct-002425,Finance,Finance - Other,0,0,0,0,0
Acct-003138,Finance,Finance - Other,0,0,0,0,0
Acct-003137,Finance,Finance - Other,0,0,0,0,0
Acct-002542,Finance,Finance - Other,0,17369654,76,17369654,76
Acct-002419,Finance,Finance - Other,0,546238900,981,639651330,981
Acct-001726,Finance,Finance - Other,0,0,0,0,0
Acct-002543,Finance,Finance - Other,0,164709,2,164709,2
Acct-003167,Finance,Finance - Other,0,0,0,0,0
Acct-003445,Finance,Finance - Other,0,2816240,16,2694278,16
Acct-002657,Finance,Finance - Other,0,496210,185,496210,185
Acct-003282,Finance,Finance - Other,0,138300,2,138300,2
Acct-003221,Finance,Finance - Other,0,119860,2,119860,2
Acct-003160,Finance,Finance - Other,0,7069647,3,7069647,3
Acct-002512,Finance,Finance - Other,0,1803726,9,1803726,9
Acct-003437,Finance,Finance - Other,0,14914349,50,13840350,50
Acct-002581,Finance,Finance - Other,0,0,0,0,0
Acct-002666,Finance,Finance - Other,0,0,0,0,0
Acct-000883,Finance,Finance - Other,0,253548708,722,253548708,722
Acct-003311,Finance,Finance - Other,0,0,0,0,0
Acct-003258,Finance,Finance - Other,0,106857626,1950,117543388,1950
Acct-003285,Finance,Finance - Other,0,69416810,150,69416810,150
Acct-002463,Finance,Finance - Other,0,0,0,0,0
Acct-002547,Other Industry,Hospitality,0,0,0,0,0
Acct-000776,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003462,Finance,Finance - Other,0,0,0,0,0
Acct-003439,Other Industry,Accelerator,0,244371,6,309938,6
Acct-003453,Other Industry,Accelerator,0,0,0,0,0
Acct-003432,Other Industry,Accelerator,0,0,0,0,0
Acct-003454,Other Industry,Accelerator,0,436008,5,436008,5
Acct-003106,Other Industry,Retail,0,0,0,0,0
Acct-003459,Research & Education,K-12 Education,0,0,0,0,0
Acct-002503,Research & Education,K-12 Education,0,0,0,0,0
Acct-003468,,,0,0,0,0,0
Acct-003326,Professional Services,Consulting / Other Professional Services,0,5474763,31,4927287,29
Acct-003435,,,0,0,0,0,0
Acct-003483,Research & Education,K-12 Education,0,0,0,0,0
Acct-003482,Research & Education,K-12 Education,0,38752309,700,46702342,700
Acct-003496,Research & Education,K-12 Education,0,0,0,0,0
Acct-003495,Research & Education,K-12 Education,0,0,0,0,0
Acct-003494,Research & Education,K-12 Education,0,0,0,0,0
Acct-003492,Research & Education,K-12 Education,0,0,0,0,0
Acct-003486,Research & Education,K-12 Education,0,0,0,0,0
Acct-003493,Research & Education,K-12 Education,0,0,0,0,0
Acct-003487,Research & Education,K-12 Education,0,0,0,0,0
Acct-003488,Research & Education,K-12 Education,0,0,0,0,0
Acct-003489,Research & Education,K-12 Education,0,0,0,0,0
Acct-003490,Research & Education,K-12 Education,0,0,0,0,0
Acct-000213,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-001003,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-003291,Other Industry,Accelerator,0,802547,4,802547,4
Acct-001380,Other Industry,Telecommunications Equipment Provider,0,0,0,0,0
Acct-000302,IT Infrastructure,Cybersecurity,0,0,0,0,0
Acct-003051,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-000425,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-001141,Telecommunications,PTT,0,0,0,0,0
Acct-003060,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-003502,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003503,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003504,Healthcare,Healthcare - Other,0,1557645496,8000,1557645496,8000
Acct-002534,Healthcare,Healthcare - Other,0,173542,3,190895,3
Acct-003505,Healthcare,Healthcare,0,26536201,240,26536201,240
Acct-003506,Healthcare,Healthcare,0,0,0,0,0
Acct-000606,Telecommunications,National Carrier/ISP,0,0,0,0,0
Acct-001799,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001809,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001819,Professional Services,Legal,0,0,0,0,0
Acct-002098,Media & Content,Media,0,0,0,0,0
Acct-001803,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-002093,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-002085,Other Industry,Retail,0,0,0,0,0
Acct-001797,Other Industry,Retail,0,0,0,0,0
Acct-001746,Energy,Mining,0,0,0,0,0
Acct-003279,Other Industry,Retail,0,9344932,11,9251483,11
Acct-000866,ZPS,ZPS,0,0,0,0,0
Acct-001820,Professional Services,Consulting / Other Professional Services,0,119860,2,0,0
Acct-002022,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001990,Finance,Finance - Other,0,0,0,0,0
Acct-002133,Other Industry,Retail,0,0,0,0,0
Acct-001741,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-001818,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001982,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-001812,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-001858,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001854,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-001850,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001804,Research & Education,Higher Education,0,0,0,0,0
Acct-002081,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002086,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001844,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-002002,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002096,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002004,Other Industry,Real Estate / Construction,0,0,0,0,0
Acct-002010,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002011,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002103,Other Industry,Hospitality,0,0,0,0,0
Acct-003097,Energy & Manufacturing,Utilities,0,0,0,0,0
Acct-002013,Media & Content,Media,0,0,0,0,0
Acct-002025,Research & Education,Research,0,0,0,0,0
Acct-002024,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002112,Finance,Finance - Other,0,0,0,0,0
Acct-002028,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001879,Other Industry,Non-Healthcare Insurance,0,0,0,0,0
Acct-001884,Healthcare,Health Insurance,0,0,0,0,0
Acct-001875,Other Industry,Retail,0,0,0,0,0
Acct-001882,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001867,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001865,Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-002105,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-002116,Other Industry,Retail,0,0,0,0,0
Acct-001871,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001885,Professional Services,Legal,0,0,0,0,0
Acct-001961,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002144,Finance,Finance - Other,0,0,0,0,0
Acct-001735,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001993,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001737,Other Industry,Real Estate / Construction,0,0,0,0,0
Acct-001751,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002126,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002128,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002051,Other Industry,Real Estate / Construction,0,0,0,0,0
Acct-001886,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002120,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002048,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001762,Professional Services,Commercial Systems Integrator,0,0,0,0,0
Acct-001765,Other Industry,Real Estate / Construction,0,0,0,0,0
Acct-002136,Research & Education,Higher Education,0,0,0,0,0
Acct-002138,Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-001814,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001769,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002160,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-001971,Research & Education,Higher Education,0,0,0,0,0
Acct-001768,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002058,Other Industry,Retail,0,0,0,0,0
Acct-001975,Finance,Finance - Other,0,0,0,0,0
Acct-002162,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-000445,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002153,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-001745,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-002155,Research & Education,Research,0,0,0,0,0
Acct-001964,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001754,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-001826,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003086,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-001749,Other Industry,Retail,0,0,0,0,0
Acct-001835,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002141,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001829,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001761,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001763,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001833,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-002036,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002040,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-001873,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-002037,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001864,Energy & Manufacturing,Oil & Gas,0,0,0,0,0
Acct-002060,Professional Services,Commercial Systems Integrator,0,50710,1,50710,1
Acct-000671,Media & Content,Internet Content & Software,0,43159020,165,47178657,165
Acct-002672,Professional Services,Engineering,0,0,0,0,0
Acct-000670,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001115,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-000731,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-000251,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-003141,Healthcare,Healthcare,0,193620,4,852084,4
Acct-003393,Government,Federal Government,0,0,4800,0,4800
Acct-002166,Finance,Finance - Other,0,0,0,0,0
Acct-003245,Research & Education,K-12 Education,0,0,0,0,0
Acct-001213,Research & Education,K-12 Education,0,0,0,0,0
Acct-002568,Research & Education,K-12 Education,0,0,0,0,0
Acct-003478,Research & Education,K-12 Education,0,94483,37,34938,40
Acct-001250,Research & Education,K-12 Education,0,76779,32,87317,32
Acct-003474,Research & Education,K-12 Education,0,56213906,800,60347472,800
Acct-003477,Research & Education,K-12 Education,0,0,0,0,0
Acct-001273,Research & Education,K-12 Education,0,0,0,0,0
Acct-003485,Research & Education,K-12 Education,0,0,0,0,0
Acct-001943,Research & Education,K-12 Education,0,0,0,0,0
Acct-003527,Research & Education,K-12 Education,0,0,0,0,0
Acct-002569,Research & Education,K-12 Education,0,4082318,50,4490550,50
Acct-003518,Research & Education,K-12 Education,0,0,0,0,0
Acct-003436,Research & Education,K-12 Education,0,47221089,5030,47221089,5030
Acct-002566,Research & Education,K-12 Education,0,149437553,4506,180819439,4239
Acct-002488,Research & Education,K-12 Education,0,0,0,0,0
Acct-002564,Research & Education,K-12 Education,0,0,0,0,0
Acct-000238,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-003054,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-003531,Research & Education,K-12 Education,0,0,0,0,0
Acct-003517,Research & Education,K-12 Education,0,0,0,0,0
Acct-003515,Research & Education,K-12 Education,0,0,0,0,0
Acct-003519,Research & Education,K-12 Education,0,0,0,0,0
Acct-003521,Research & Education,K-12 Education,0,0,0,0,0
Acct-003529,Research & Education,K-12 Education,0,0,0,0,0
Acct-003528,Research & Education,K-12 Education,0,0,0,0,0
Acct-002565,Research & Education,K-12 Education,0,0,0,0,0
Acct-001339,Research & Education,K-12 Education,0,0,0,0,0
Acct-003385,Research & Education,K-12 Education,0,0,0,0,0
Acct-003479,Research & Education,K-12 Education,0,0,0,0,0
Acct-003514,Research & Education,K-12 Education,0,0,0,0,0
Acct-003520,Research & Education,K-12 Education,0,0,0,0,0
Acct-003325,Research & Education,K-12 Education,0,0,0,0,0
Acct-003235,Media & Content,Internet Content & Software,0,8285797,1,8202940,21
Acct-000679,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-003080,Finance,Finance - Other,0,0,0,0,0
Acct-003310,Telecommunications,National Carrier/ISP,0,1106400,13,1106400,13
Acct-000417,Healthcare,Pharmaceuticals / BioTech,0,0,0,0,0
Acct-003560,Professional Services,Commercial Systems Integrator,0,9389055,130,11360757,130
Acct-003425,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-001238,IT Infrastructure,Colo/Hosting,0,781945,12,829800,12
Acct-001208,Telecommunications,National Carrier/ISP,0,0,0,0,0
Acct-003394,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003267,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003630,Other Industry,Church,0,0,0,0,0
Acct-000647,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-001392,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-001368,Professional Services,Legal,0,36818182,238,39974472,238
Acct-003073,Media & Content,Internet Content & Software,0,35363340,100,28644306,100
Acct-002580,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-000726,Telecommunications,VOIP/VSP,0,0,0,0,0
Acct-002514,Research & Education,K-12 Education,0,0,0,0,0
Acct-002502,Research & Education,K-12 Education,0,0,0,0,0
Acct-003501,Research & Education,K-12 Education,0,487437,1200,294896,1200
Acct-001202,Research & Education,K-12 Education,0,0,0,0,0
Acct-003516,Research & Education,K-12 Education,0,0,0,0,0
Acct-003538,Research & Education,K-12 Education,0,108714296,1737,97842867,1737
Acct-003606,Research & Education,K-12 Education,0,0,0,0,0
Acct-003537,Research & Education,K-12 Education,0,0,0,0,0
Acct-003605,IT Infrastructure,Colo/Hosting,0,13983235,150,20107214,150
Acct-003582,Research & Education,K-12 Education,0,0,0,0,0
Acct-003593,Research & Education,K-12 Education,0,0,0,0,0
Acct-003596,Research & Education,K-12 Education,0,0,0,0,0
Acct-003592,Research & Education,K-12 Education,0,0,0,0,0
Acct-003484,Research & Education,K-12 Education,0,0,0,0,0
Acct-001287,Research & Education,K-12 Education,0,0,0,0,0
Acct-003475,Research & Education,K-12 Education,0,0,0,0,0
Acct-003583,Research & Education,K-12 Education,0,0,0,0,0
Acct-003594,Research & Education,K-12 Education,0,0,0,0,0
Acct-002400,Media & Content,Internet Content & Software,0,101420,2,1683589,11
Acct-003580,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-003067,IT Infrastructure,Cloud Service Provider,0,543983688,2970,629444790,3333
Acct-000878,,,0,0,0,0,0
Acct-002182,Media & Content,Internet Content & Software,0,28947228,50,77151116,590
Acct-000050,Media & Content,Media,0,0,0,0,0
Acct-003586,Research & Education,K-12 Education,0,0,0,0,0
Acct-003584,Research & Education,K-12 Education,0,0,0,0,0
Acct-003510,Research & Education,K-12 Education,0,0,0,0,0
Acct-003607,Research & Education,K-12 Education,0,0,0,0,0
Acct-003603,Research & Education,K-12 Education,0,0,0,0,0
Acct-003481,Research & Education,K-12 Education,0,0,0,0,0
Acct-003602,Research & Education,K-12 Education,0,0,0,0,0
Acct-003476,Research & Education,K-12 Education,0,0,0,0,0
Acct-003610,Research & Education,K-12 Education,0,0,0,0,0
Acct-003613,Research & Education,K-12 Education,0,0,0,0,0
Acct-003614,Research & Education,K-12 Education,0,0,0,0,0
Acct-000760,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-000978,Telecommunications,Reseller,0,0,0,0,0
Acct-000930,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001171,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001209,Other Industry,Telecommunications Equipment Provider,0,64540,1,64540,1
Acct-003497,Research & Education,K-12 Education,0,0,14,0,0
Acct-001914,Telecommunications,Regional Carrier/ISP,0,0,50,0,0
Acct-002525,,,0,0,58,0,0
Acct-001025,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-000597,Other Industry,Telecommunications Equipment Provider,0,2397200,25,2397200,25
Acct-002492,,,0,0,0,0,0
Acct-000484,Finance,Finance - Other,0,6291771,12,7251550,12
Acct-003260,Media & Content,Internet Content & Software,0,25723800,150,25723800,150
Acct-001173,Media & Content,Internet Content & Software,0,922000,10,922000,10
Acct-002516,Finance,Finance - Other,0,6454000,6,6454000,6
Acct-003561,Media & Content,Internet Content & Software,0,987513,12,1521279,14
Acct-001607,Media & Content,Media,0,0,2,0,5
Acct-003541,Telecommunications,Wireless,0,0,0,0,0
Acct-000847,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003557,Media & Content,Internet Content & Software,0,115659469,210,75884177,210
Acct-000879,Media & Content,Media,0,673060,6,1378828,6
Acct-003559,Media & Content,Internet Content & Software,0,108203338,364,495053970,644
Acct-000388,IT Infrastructure,Cloud Service Provider,0,0,0,0,0
Acct-003567,Healthcare,Healthcare,0,0,0,0,0
Acct-002377,Other Industry,Accelerator,0,82132682,451,82132682,451
Acct-000785,Finance,Finance - Other,0,0,0,0,0
Acct-001310,Media & Content,Gaming/eSports,0,0,0,0,0
Acct-003429,Energy & Manufacturing,Utilities,0,131036774,2294,59175804,3685
Acct-000206,Finance,Finance - Other,0,0,0,0,0
Acct-003424,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003463,Other Industry,Retail,0,0,0,0,0
Acct-002278,Finance,High Frequency Trading,0,27874780,76,29144126,68
Acct-000897,Telecommunications,Wireless,0,0,0,0,0
Acct-001280,Telecommunications,Reseller,0,0,0,0,0
Acct-003423,Finance,Finance - Other,0,119860,2,179408,2
Acct-001915,Finance,Asset Management / Hedge Fund,0,98068,3,123736,2
Acct-002246,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-000310,Other Industry,Accelerator,0,0,0,0,0
Acct-000644,Professional Services,Consulting / Other Professional Services,0,811360,10,1574850,10
Acct-001063,Telecommunications,National Carrier/ISP,0,0,0,0,0
Acct-002450,Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-000389,Telecommunications,Wireless,0,0,0,0,0
Acct-003234,Media & Content,Internet Content & Software,0,7398330,40,8328265,40
Acct-000838,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-003549,Energy & Manufacturing,Manufacturing - Other,0,87293848,277,78564464,250
Acct-003328,,,0,0,0,0,0
Acct-000839,Telecommunications,Wireless,0,0,0,0,0
Acct-000763,Telecommunications,Reseller,0,0,0,0,0
Acct-000850,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003327,Media & Content,Internet Content & Software,0,166190595,500,119169422,694
Acct-003156,,,0,0,0,0,0
Acct-002411,Media & Content,Media,0,2005941002,1933,2379622070,2506
Acct-000636,Other Industry,Non-Healthcare Insurance,0,6282031326,8627,6910234459,8627
Acct-001376,Government,Federal Government,0,0,0,0,0
Acct-001377,Government,Federal Government,0,0,0,0,0
Acct-003293,Government,Federal Government,0,0,0,0,0
Acct-003575,Government,Federal Government,0,0,0,0,0
Acct-001370,Government,Federal Government,0,0,0,0,0
Acct-003193,,,0,0,0,0,0
Acct-003192,Media & Content,Internet Content & Software,0,165960,2,197949,2
Acct-001309,Other Industry,Retail,0,108603417,1000,115987600,1000
Acct-001044,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-002448,Other Industry,Retail,0,0,0,0,0
Acct-003565,Research & Education,Higher Education,0,60003,1,60003,1
Acct-003568,Healthcare,Healthcare,0,138300,2,129870,2
Acct-003422,Media & Content,Internet Content & Software,0,129080,2,129080,2
Acct-000521,Telecommunications,Wireless,0,191170246,294,340448500,572
Acct-000427,Government,Federal Government,0,0,0,0,0
Acct-003574,Other Industry,Retail,0,0,0,0,0
Acct-003396,Media & Content,Internet Content & Software,0,627948,11,690743,11
Acct-001389,IT Infrastructure,Cloud Service Provider,0,1497972478,8200,1784873227,8900
Acct-000718,Telecommunications,Reseller,0,0,0,0,0
Acct-000969,Media & Content,Gaming/eSports,0,0,0,0,0
Acct-003330,Government,Federal Government,0,0,0,0,0
Acct-003509,Government,Federal Government,0,0,0,0,0
Acct-003119,Government,Federal Government,0,0,4700,0,4700
Acct-003532,Government,Federal Government,0,0,10500,0,10500
Acct-002457,Government,Federal Government,0,0,0,0,0
Acct-002552,Government,Federal Government,0,0,0,0,0
Acct-003451,Government,Federal Government,0,0,0,0,0
Acct-003123,Government,Federal Government,0,0,0,0,0
Acct-003589,Government,Federal Government,0,0,0,0,0
Acct-003554,Government,Federal Government,0,0,0,0,0
Acct-003352,Government,Federal Government,0,0,0,0,0
Acct-003299,Government,Federal Government,0,0,0,0,0
Acct-003353,Government,Federal Government,0,0,0,0,0
Acct-003070,Government,Federal Government,0,0,0,0,0
Acct-003350,Government,Federal Government,0,0,0,0,0
Acct-002460,Government,Federal Government,0,0,92800,0,92800
Acct-003324,Government,Federal Government,0,0,0,0,0
Acct-003534,Government,Federal Government,0,0,0,0,0
Acct-003074,Government,Federal Government,0,0,0,0,0
Acct-002461,Government,Federal Government,0,0,0,0,0
Acct-003249,Government,Federal Government,0,0,0,0,0
Acct-002459,Government,Federal Government,0,0,0,0,0
Acct-001375,Government,Federal Government,0,0,0,0,0
Acct-003250,Government,Federal Government,0,0,0,0,0
Acct-002470,Government,Federal Government,0,0,0,0,0
Acct-003274,Government,Federal Government,0,0,0,0,0
Acct-003248,Government,Federal Government,0,0,0,0,0
Acct-003344,Government,Federal Government,0,0,0,0,0
Acct-003533,Government,Federal Government,0,0,0,0,0
Acct-003571,Government,Federal Government,0,0,0,0,0
Acct-003244,Government,Federal Government,0,0,0,0,0
Acct-001945,Government,Federal Government,0,0,0,0,0
Acct-003535,Government,Federal Government,0,0,0,0,0
Acct-002458,Government,Federal Government,0,0,0,0,0
Acct-002553,Government,Federal Government,0,0,0,0,0
Acct-003351,Government,Federal Government,0,0,0,0,0
Acct-003431,Media & Content,Internet Content & Software,0,0,0,0,0
