CPQID,AccountID,CreatedDate,ProductGroup,X36MRCList,X36NRRList,X36NPVList,BuildingID,Market,StreetAddress,City,State,PostalCode,NetworkProximity,OnZayoNetworkStatus,,
CPQ-009593,Acct-000039,7/7/16,Ethernet,796,922,16073,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-009594,Acct-000001,7/6/16,Ethernet,1957,922,14167,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network,,
CPQ-009595,Acct-000947,7/7/16,zColo,124,91,3486,Bldg-109814,Dallas,8600 Harry Hines Blvd,Dallas,TX,75235,249.75,On Zayo Network,,
CPQ-009596,,7/6/16,IP Services,934,922,20825,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-009597,Acct-000035,7/6/16,Wavelengths - Long Haul,2907,2858,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009597,Acct-000035,7/6/16,Wavelengths - Long Haul,2907,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009598,Acct-000948,7/7/16,Ethernet,3484,8298,80791,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009599,Acct-000412,7/7/16,Wavelengths - Long Haul,3527,2997,43800,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-009600,Acct-000025,7/7/16,Ethernet,946,922,20167,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-009600,Acct-000025,7/7/16,Ethernet,946,922,20167,Bldg-060250,Atlanta,3925 Brookside Pkwy,Alpharetta,GA,30022,456.25,On Zayo Network,,
CPQ-009601,Acct-000025,7/7/16,Ethernet,1433,922,33591,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-009601,Acct-000025,7/7/16,Ethernet,1433,922,33591,Bldg-060250,Atlanta,3925 Brookside Pkwy,Alpharetta,GA,30022,456.25,On Zayo Network,,
CPQ-009602,Acct-000002,7/6/16,Ethernet,411,0,4510,Bldg-137316,Dallas,950 E Collins Blvd,Richardson,TX,75081,12.81,On Zayo Network,,
CPQ-009603,Acct-000074,7/6/16,Ethernet,1171,461,8391,Bldg-457205,Dallas,720 Industrial Blvd,Grapevine,TX,76051,243.93,Not on Zayo Network,,
CPQ-009604,Acct-000074,7/6/16,Ethernet,1543,461,10915,Bldg-133508,Dallas,5101 Statesman Dr,Irving,TX,75063,607.02,Not on Zayo Network,,
CPQ-009605,Acct-000019,7/6/16,Ethernet,772,461,18190,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009606,Acct-000035,7/6/16,Ethernet,772,461,18190,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009607,Acct-000079,7/6/16,Ethernet,1946,1844,140254,Bldg-118824,Dallas,801 Industrial Blvd,Grapevine,TX,76051,193.13,On Zayo Network,,
CPQ-009608,Acct-000949,7/6/16,IP Services,2370,922,55467,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network,,
CPQ-009609,Acct-000025,7/7/16,Ethernet,892,922,18691,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-009609,Acct-000025,7/7/16,Ethernet,892,922,18691,Bldg-060250,Atlanta,3925 Brookside Pkwy,Alpharetta,GA,30022,456.25,On Zayo Network,,
CPQ-009610,Acct-000013,7/7/16,Ethernet,887,461,6462,Bldg-388492,Atlanta,200 Edgewood Ave NE,Atlanta,GA,30303,1054.66,Not on Zayo Network,,
CPQ-009611,Acct-000303,7/7/16,Ethernet,1060,922,23361,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-009612,Acct-000009,7/7/16,Ethernet,1680,922,30305,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009612,Acct-000009,7/7/16,Ethernet,1680,922,30305,Bldg-060314,Atlanta,1850 Parkway Pl SE,Marietta,GA,30067,1347.89,On Zayo Network,,
CPQ-009613,Acct-000545,7/7/16,Ethernet,585,692,12994,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,,
CPQ-009614,Acct-000044,7/7/16,IP Services,2531,922,20983,Bldg-480757,Dallas,4609 Citylake Blvd W,Fort Worth,TX,76132,873.84,Not on Zayo Network,,
CPQ-009615,Acct-000044,7/7/16,IP Services,2531,922,20983,Bldg-480757,Dallas,4609 Citylake Blvd W,Fort Worth,TX,76132,873.84,Not on Zayo Network,,
CPQ-009616,Acct-000144,7/7/16,IP Services,784,922,13493,Bldg-092148,Atlanta,4500 Mansell Rd,Alpharetta,GA,30022,1558.91,On Zayo Network,,
CPQ-009617,Acct-000044,7/7/16,IP Services,2531,922,20983,Bldg-480757,Dallas,4609 Citylake Blvd W,Fort Worth,TX,76132,873.84,Not on Zayo Network,,
CPQ-009618,Acct-000044,7/7/16,IP Services,2468,922,20482,Bldg-480757,Dallas,4609 Citylake Blvd W,Fort Worth,TX,76132,873.84,Not on Zayo Network,,
CPQ-009619,Acct-000044,7/7/16,IP Services,2531,922,20983,Bldg-480757,Dallas,4609 Citylake Blvd W,Fort Worth,TX,76132,873.84,Not on Zayo Network,,
CPQ-009620,Acct-000418,7/7/16,Ethernet,1237,922,32331,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009621,Acct-000009,7/7/16,Ethernet,1408,461,29841,Bldg-060314,Atlanta,1850 Parkway Pl SE,Marietta,GA,30067,1347.89,On Zayo Network,,
CPQ-009622,Acct-000579,7/7/16,Wavelengths - Long Haul,2399,3043,43209,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network,,
CPQ-009623,Acct-000019,7/7/16,IP Services,700,922,12443,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-009624,Acct-000074,7/7/16,Ethernet,6081,922,42127,Bldg-386004,Dallas,625 Westport Pkwy,Grapevine,TX,76051,2001.05,Not on Zayo Network,,
CPQ-009625,Acct-000013,7/7/16,Ethernet,2674,922,57828,Bldg-118397,Dallas,1300 W Mockingbird Ln,Dallas,TX,75247,51,On Zayo Network,,
CPQ-009625,Acct-000013,7/7/16,Ethernet,2674,922,57828,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network,,
CPQ-009626,Acct-000156,7/7/16,Wavelengths - Long Haul,3996,3043,0,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network,,
CPQ-009627,Acct-000156,7/7/16,Wavelengths - Long Haul,3500,3043,0,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network,,
CPQ-009628,Acct-000019,7/7/16,IP Services,528,922,10538,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009629,Acct-000156,7/7/16,Wavelengths - Long Haul,2976,3043,0,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network,,
CPQ-009630,Acct-000019,7/7/16,Ethernet,1866,461,43488,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009631,Acct-000950,7/7/16,IP Services,9786,4610,264298,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009632,Acct-000950,7/7/16,IP Services,9395,4610,249572,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009633,Acct-000078,7/8/16,Ethernet,1224,922,23484,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009634,Acct-000579,7/7/16,Wavelengths - Long Haul,2042,3043,36967,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network,,
CPQ-009635,Acct-000079,7/8/16,Wavelengths - Long Haul,2210,2766,23739,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009635,Acct-000079,7/8/16,Wavelengths - Long Haul,2210,2766,23739,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009636,Acct-000951,7/7/16,IP Services,879,922,19289,Bldg-109249,Denver,621 17th St,Denver,CO,80293,72.45,On Zayo Network,,
CPQ-009637,Acct-000497,7/8/16,IP Services,4163,4610,62995,Bldg-133310,Denver,11800 Ridge Pkwy,Broomfield,CO,80021,1084.65,Not on Zayo Network,,
CPQ-009638,Acct-000178,7/8/16,IP Services,4163,4610,76253,Bldg-266860,Denver,7600 Landmark Way,Greenwood Village,CO,80111,133.52,Not on Zayo Network,,
CPQ-009639,Acct-000027,7/8/16,IP Services,1357,922,11668,Bldg-061796,Atlanta,1000 Mansell Exchange W,Alpharetta,GA,30022,536.44,Not on Zayo Network,,
CPQ-009640,Acct-000178,7/8/16,IP Services,6891,4610,140368,Bldg-266860,Denver,7600 Landmark Way,Greenwood Village,CO,80111,133.52,Not on Zayo Network,,
CPQ-009641,Acct-000027,7/8/16,IP Services,1357,922,11668,Bldg-061796,Atlanta,1000 Mansell Exchange W,Alpharetta,GA,30022,536.44,Not on Zayo Network,,
CPQ-009642,Acct-000079,7/8/16,Wavelengths - Long Haul,2354,2766,29210,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009643,Acct-000093,7/7/16,Ethernet,1361,922,32530,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009644,Acct-000079,7/8/16,Wavelengths - Long Haul,2072,2766,18646,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009645,Acct-000079,7/8/16,Wavelengths - Long Haul,2210,2766,23739,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009645,Acct-000079,7/8/16,Wavelengths - Long Haul,2210,2766,23739,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009646,Acct-000079,7/8/16,Wavelengths - Long Haul,2102,2766,18046,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009647,Acct-000925,7/8/16,IP Services,858,922,23585,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009648,Acct-000952,7/7/16,IP Services,550,922,11143,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009649,Acct-000019,7/8/16,IP Services,875,922,19218,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-009650,Acct-000941,7/7/16,IP Services,784,922,16665,Bldg-109700,Atlanta,133 Peachtree St NE,Atlanta,GA,30303,654.37,On Zayo Network,,
CPQ-009651,Acct-000341,7/7/16,IP Services,384,922,9492,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009652,Acct-000953,7/7/16,Ethernet,937,922,24813,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009653,Acct-000954,7/7/16,zColo,763,996,16968,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-009654,Acct-000009,7/8/16,Ethernet,1996,922,14431,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-009654,Acct-000009,7/8/16,Ethernet,1996,922,14431,Bldg-114929,Atlanta,130 Technology Pkwy,Peachtree Corners,GA,30092,130.05,Not on Zayo Network,,
CPQ-009655,,7/8/16,Wavelengths - Long Haul,2595,2766,37723,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009656,Acct-000301,7/8/16,Ethernet,1742,1153,38306,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-009657,,7/8/16,Wavelengths - Long Haul,2609,3227,38496,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009658,Acct-000449,7/7/16,Ethernet,1887,1383,36969,Bldg-118824,Dallas,801 Industrial Blvd,Grapevine,TX,76051,193.13,On Zayo Network,,
CPQ-009659,Acct-000009,7/8/16,Ethernet,1996,922,14431,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-009659,Acct-000009,7/8/16,Ethernet,1996,922,14431,Bldg-114929,Atlanta,130 Technology Pkwy,Peachtree Corners,GA,30092,130.05,Not on Zayo Network,,
CPQ-009660,Acct-000449,7/7/16,Ethernet,1887,1383,36969,Bldg-118824,Dallas,801 Industrial Blvd,Grapevine,TX,76051,193.13,On Zayo Network,,
CPQ-009661,Acct-000013,7/7/16,Ethernet,905,461,19556,Bldg-116608,Denver,1900 Wazee St,Denver,CO,80202,179.36,On Zayo Network,,
CPQ-009662,Acct-000098,7/7/16,Wavelengths - Long Haul,3066,3688,0,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-009663,Acct-000013,7/8/16,Ethernet,1497,461,10600,Bldg-139734,Denver,1745 Shea Center Dr,Littleton,CO,80129,392.84,Not on Zayo Network,,
CPQ-009664,Acct-000013,7/8/16,Ethernet,887,461,6462,Bldg-388492,Atlanta,200 Edgewood Ave NE,Atlanta,GA,30303,1054.66,Not on Zayo Network,,
CPQ-009665,Acct-000955,7/8/16,Ethernet,1328,922,35574,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009666,Acct-000102,7/7/16,zColo,224,277,6385,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009667,Acct-000169,7/8/16,Wavelengths - Long Haul,2930,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009667,Acct-000169,7/8/16,Wavelengths - Long Haul,2930,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009668,Acct-000169,7/8/16,Wavelengths - Long Haul,2791,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009668,Acct-000169,7/8/16,Wavelengths - Long Haul,2791,2766,0,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-009669,Acct-000937,7/7/16,Dark Fiber - Metro,3186,4610,49746,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network,,
CPQ-009669,Acct-000937,7/7/16,Dark Fiber - Metro,3186,4610,49746,Bldg-189421,Denver,1740 Broadway,Denver,CO,80274,211.86,Not on Zayo Network,,
CPQ-009670,Acct-000009,7/8/16,Ethernet,2808,922,61512,Bldg-038297,Atlanta,525 N Main St,Alpharetta,GA,30009,274.13,On Zayo Network,,
CPQ-009670,Acct-000009,7/8/16,Ethernet,2808,922,61512,Bldg-133566,Atlanta,12655 Edison Dr,Alpharetta,GA,30005,45.02,On Zayo Network,,
CPQ-009671,Acct-000955,7/8/16,Ethernet,2172,922,46310,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009672,Acct-000009,7/8/16,Ethernet,1115,922,8310,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009672,Acct-000009,7/8/16,Ethernet,1115,922,8310,Bldg-388492,Atlanta,200 Edgewood Ave NE,Atlanta,GA,30303,1054.66,Not on Zayo Network,,
CPQ-009673,Acct-000009,7/8/16,Ethernet,1076,922,7224,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009673,Acct-000009,7/8/16,Ethernet,1076,922,7224,Bldg-388492,Atlanta,200 Edgewood Ave NE,Atlanta,GA,30303,1054.66,Not on Zayo Network,,
CPQ-009674,Acct-000002,7/8/16,Wavelengths - Metro,2284,2766,21200,Bldg-038587,Dallas,4100 Bryan St,Dallas,TX,75204,220.45,On Zayo Network,,
CPQ-009674,Acct-000002,7/8/16,Wavelengths - Metro,2284,2766,21200,Bldg-439844,Dallas,2300 W Plano Pkwy - Bldg K,Plano,TX,75075,651.11,On Zayo Network,,
CPQ-009675,Acct-000013,7/8/16,Ethernet,2867,461,19891,Bldg-437042,Denver,1401 Lawrence St,Denver,CO,80202,344.18,Not on Zayo Network,,
CPQ-009676,Acct-000956,7/8/16,Ethernet,1003,461,23531,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009676,Acct-000956,7/8/16,Ethernet,1003,461,23531,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-009677,Acct-000957,7/8/16,IP Services,1041,922,15854,Bldg-109818,Dallas,222 W Las Colinas Blvd,Irving,TX,75039,315.99,On Zayo Network,,
CPQ-009678,Acct-000303,7/8/16,Ethernet,830,922,19228,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network,,
CPQ-009679,Acct-000039,7/8/16,Dark Fiber - Metro,2001,4610,50395,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009679,Acct-000039,7/8/16,Dark Fiber - Metro,2001,4610,50395,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network,,
CPQ-009680,Acct-000167,7/8/16,Wavelengths - Long Haul,2699,2766,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009681,Acct-000948,7/8/16,Ethernet,2381,922,43196,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009682,Acct-000958,7/8/16,IP Services,666,922,12255,Bldg-109254,Denver,2000 S Colorado Blvd/Annex Bldg,Denver,CO,80222,339.24,On Zayo Network,,
CPQ-009683,Acct-000958,7/8/16,IP Services,733,922,14090,Bldg-109254,Denver,2000 S Colorado Blvd/Annex Bldg,Denver,CO,80222,339.24,On Zayo Network,,
CPQ-009684,Acct-000959,7/8/16,IP Services,1972,922,32106,Bldg-228351,Dallas,545 E John Carpenter Fwy,Irving,TX,75062,165.93,Not on Zayo Network,,
CPQ-009685,Acct-000958,7/8/16,IP Services,973,922,20697,Bldg-109254,Denver,2000 S Colorado Blvd/Annex Bldg,Denver,CO,80222,339.24,On Zayo Network,,
CPQ-009686,Acct-000959,7/8/16,IP Services,2743,922,53352,Bldg-228351,Dallas,545 E John Carpenter Fwy,Irving,TX,75062,165.93,Not on Zayo Network,,
CPQ-009687,Acct-000948,7/8/16,IP Services,9786,4610,264298,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009688,Acct-000960,7/8/16,zColo,763,996,11313,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-009689,Acct-000098,7/9/16,Wavelengths - Long Haul,2790,2766,0,Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network,,
CPQ-009690,Acct-000019,7/9/16,Wavelengths - Long Haul,3616,3550,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009691,Acct-000019,7/9/16,Ethernet,3877,9082,75581,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009692,Acct-000019,7/9/16,Wavelengths - Long Haul,3616,3550,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009693,Acct-000009,7/9/16,Ethernet,3635,922,24897,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009693,Acct-000009,7/9/16,Ethernet,3635,922,24897,Bldg-424243,Dallas,2021 McKinney Ave,Dallas,TX,75201,492.72,On Zayo Network,,
CPQ-009694,Acct-000408,7/8/16,IP Services,2110,922,53229,Bldg-118217,Dallas,1100 Empire Central Pl,Dallas,TX,75247,351.63,On Zayo Network,,
CPQ-009695,Acct-000408,7/8/16,IP Services,713,922,14740,Bldg-118217,Dallas,1100 Empire Central Pl,Dallas,TX,75247,351.63,On Zayo Network,,
CPQ-009696,Acct-000019,7/10/16,Ethernet,1563,1189,22008,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009696,Acct-000019,7/10/16,Ethernet,1563,1189,22008,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009697,Acct-000019,7/11/16,Wavelengths - Metro,1894,1844,30593,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009697,Acct-000019,7/11/16,Wavelengths - Metro,1894,1844,30593,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009698,Acct-000412,7/8/16,Wavelengths - Long Haul,6346,2997,0,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-009699,Acct-000303,7/11/16,Ethernet,1388,922,32376,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,
CPQ-009700,Acct-000544,7/11/16,Dark Fiber - Metro,2667,4610,66288,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009700,Acct-000544,7/11/16,Dark Fiber - Metro,2667,4610,66288,Bldg-116574,Dallas,13155 Noel Rd,Dallas,TX,75240,1106.73,On Zayo Network,,
CPQ-009701,Acct-000044,7/11/16,Ethernet,1361,922,31820,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009702,Acct-000053,7/11/16,Wavelengths - Metro,1377,2766,21112,Bldg-031512,Dallas,1232 Alma Rd,Richardson,TX,75081,319.37,On Zayo Network,,
CPQ-009702,Acct-000053,7/11/16,Wavelengths - Metro,1377,2766,21112,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009703,Acct-000079,7/11/16,Wavelengths - Long Haul,3085,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-009704,Acct-000079,7/11/16,Wavelengths - Long Haul,3223,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-009705,Acct-000053,7/11/16,Wavelengths - Metro,1537,2766,23613,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-009705,Acct-000053,7/11/16,Wavelengths - Metro,1537,2766,23613,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network,,
CPQ-009706,Acct-000961,7/11/16,zColo,1095,1549,25890,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-009707,Acct-000019,7/11/16,IP Services,647,922,17756,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009708,Acct-000442,7/11/16,Ethernet,3232,922,22810,Bldg-110290,Dallas,2914 Taylor St,Dallas,TX,75226,160.31,On Zayo Network,,
CPQ-009708,Acct-000442,7/11/16,Ethernet,3232,922,22810,Bldg-458042,Dallas,1530 Inspiration Dr,Dallas,TX,75207,561.44,On Zayo Network,,
CPQ-009709,Acct-000019,7/11/16,IP Services,647,922,17756,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009710,Acct-000019,7/11/16,Wavelengths - Metro,1691,1475,41044,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009710,Acct-000019,7/11/16,Wavelengths - Metro,1691,1475,41044,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-009711,Acct-000019,7/11/16,Wavelengths - Metro,1691,1475,41044,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009711,Acct-000019,7/11/16,Wavelengths - Metro,1691,1475,41044,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-009712,Acct-000019,7/11/16,Dark Fiber - Metro,9529,4610,259511,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009712,Acct-000019,7/11/16,Dark Fiber - Metro,9529,4610,259511,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-009713,Acct-000442,7/11/16,Ethernet,1220,1383,85483,Bldg-110290,Dallas,2914 Taylor St,Dallas,TX,75226,160.31,On Zayo Network,,
CPQ-009713,Acct-000442,7/11/16,Ethernet,1220,1383,85483,Bldg-140252,Dallas,2500 Victory Ave,Dallas,TX,75219,767.17,On Zayo Network,,
CPQ-009713,Acct-000442,7/11/16,Ethernet,1220,1383,85483,Bldg-458042,Dallas,1530 Inspiration Dr,Dallas,TX,75207,561.44,On Zayo Network,,
CPQ-009714,Acct-000019,7/11/16,Ethernet,2958,922,64637,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009714,Acct-000019,7/11/16,Ethernet,2958,922,64637,Bldg-086739,Denver,1775 Sherman St,Denver,CO,80203,77.68,On Zayo Network,,
CPQ-009715,Acct-000156,7/11/16,Ethernet,513,461,13625,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009716,Acct-000268,7/11/16,Ethernet,1256,922,11317,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-009716,Acct-000268,7/11/16,Ethernet,1256,922,11317,Bldg-108861,Atlanta,3200 Webb Bridge Rd,Alpharetta,GA,30005,1113.4,On Zayo Network,,
CPQ-009717,Acct-000019,7/11/16,Wavelengths - Metro,2043,2858,29502,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-009717,Acct-000019,7/11/16,Wavelengths - Metro,2043,2858,29502,Bldg-086739,Denver,1775 Sherman St,Denver,CO,80203,77.68,On Zayo Network,,
CPQ-009718,Acct-000268,7/11/16,Ethernet,1256,922,11317,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
